1564743;1580574;1547010
1562964;1581653;1554728
1562765;1581438;1554523
1566232;1584919;1558072
1573449;1592279;1565401
1584172;1603093;1576309
1596832;1615803;1589079
1610021;1628981;1602218
1624034;1643013;1616209
1638047;1657028;1630101
1652268;1671378;1644216
1667353;1686761;1659271
1681081;1700763;1672864
1693357;1713179;1685141
1702066;1721941;1693821
1703782;1723621;1695333
1699615;1719433;1691023
1689902;1709452;1681084
1675906;1694916;1666953
1660670;1679308;1651830
1645371;1663777;1636610
1630250;1648566;1621571
1616316;1634676;1607778
1603573;1621972;1595026
1591715;1610067;1583126
1581411;1599745;1572813
1572185;1590490;1563563
1566561;1584986;1558029
1564700;1583204;1556274
1565099;1583608;1556786
1567654;1586268;1559500
1570077;1588736;1561975
1571208;1589781;1562998
1571926;1590479;1563708
1571703;1590216;1563399
1571141;1589654;1562832
1571969;1590479;1563705
1573675;1592228;1565511
1576321;1594901;1568176
1579184;1597762;1571021
1580312;1598877;1572157
1579963;1598500;1571749
1578296;1596783;1569949
1576208;1594641;1567808
1575721;1594177;1567348
1576314;1594786;1567966
1577666;1596219;1569441
1580338;1598993;1572197
1581809;1600438;1573654
1581734;1600266;1573524
1580929;1599386;1572644
1578567;1597007;1570215
1576838;1595254;1568446
1577299;1595751;1568941
1578743;1597199;1570413
1580973;1599512;1572760
1582799;1601303;1574643
1583116;1601588;1574904
1582481;1600938;1574160
1580727;1599093;1572324
1580030;1598431;1571649
1582041;1600485;1573768
1584905;1603410;1576688
1589055;1607601;1580868
1593753;1612322;1585641
1596667;1615190;1588532
1598058;1616554;1589844
1598246;1616704;1589939
1597571;1615964;1589184
1598240;1616639;1589872
1600536;1618986;1592229
1603284;1621728;1595030
1606559;1625019;1598346
1609103;1627576;1600926
1610230;1628643;1601957
1610265;1628651;1601919
1608947;1627365;1600604
1608653;1627059;1600270
1610099;1628471;1601744
1612170;1630549;1603858
1615193;1633618;1606963
1617751;1636216;1609549
1618440;1636859;1610171
1618444;1636867;1610157
1617310;1635671;1608981
1615298;1633616;1606906
1614539;1632868;1606154
1615078;1633443;1606735
1616589;1634986;1608290
1618578;1636972;1610288
1619198;1637573;1610887
1618239;1636586;1609842
1615968;1634265;1607533
1612869;1631153;1604424
1610942;1629230;1602492
1610057;1628353;1601627
1609744;1628043;1601331
1610615;1628974;1602301
1610523;1628924;1602195
1608753;1627095;1600360
1606081;1624383;1597634
1601841;1620072;1593290
1597866;1616083;1589292
1595993;1614220;1587486
1595052;1613321;1586629
1594903;1613246;1586504
1594767;1613096;1586383
1593559;1611878;1585159
1591699;1610004;1583290
1588919;1607187;1580468
1586148;1604363;1577596
1585028;1603284;1576525
1585026;1603326;1576574
1586478;1604792;1578098
1588853;1607231;1580547
1589617;1607998;1581299
1588988;1607323;1580629
1587840;1606139;1579390
1585751;1603980;1577216
1584619;1602869;1576118
1585161;1603443;1576683
1586199;1604541;1577783
1588089;1606461;1579731
1589661;1607986;1581328
1589903;1608153;1581549
1589056;1607335;1580646
1586944;1605145;1578402
1585363;1603598;1576861
1585401;1603670;1576971
1586151;1604453;1577773
1588117;1606453;1579787
1589936;1608283;1581616
1590166;1608488;1581738
1589698;1607995;1581278
1588405;1606684;1579991
1586327;1604562;1577839
1585499;1603700;1576999
1586087;1604340;1577644
1587664;1605989;1579288
1589806;1608180;1581478
1590873;1609216;1582528
1590491;1608814;1582106
1589114;1607399;1580718
1587121;1605390;1578656
1586230;1604518;1577738
1586446;1604708;1577968
1587271;1605573;1578861
1589348;1607749;1581043
1590985;1609349;1582668
1591049;1609329;1582678
1590411;1608678;1581999
1588459;1606622;1579968
1586494;1604652;1577974
1586409;1604614;1577963
1587419;1605654;1578960
1589107;1607401;1580693
1590806;1609140;1582466
1591393;1609694;1583033
1591008;1609279;1582592
1589579;1607803;1581089
1587580;1605777;1579041
1586804;1605010;1578337
1587186;1605390;1578748
1588566;1606824;1580226
1590959;1609279;1582664
1592039;1610323;1583656
1591534;1609734;1583099
1590496;1608663;1582013
1588554;1606729;1580046
1587189;1605370;1578701
1587434;1605589;1578957
1588434;1606611;1579987
1590301;1608548;1581928
1592016;1610326;1583671
1592359;1610634;1583931
1591477;1609727;1583074
1589386;1607558;1580909
1587631;1605838;1579119
1587558;1605764;1579096
1588231;1606478;1579829
1590024;1608334;1581645
1592090;1610396;1583748
1592463;1610726;1584094
1592067;1610231;1583619
1590863;1609057;1582426
1588632;1606801;1580123
1587545;1605697;1579048
1588324;1606533;1579910
1590706;1608959;1582321
1594320;1612655;1586019
1597106;1615466;1588832
1598504;1616782;1590166
1599197;1617425;1590784
1599189;1617366;1590704
1599740;1618023;1591286
1601404;1619755;1593006
1603465;1621751;1595028
1606671;1624961;1598282
1609663;1627962;1601320
1610758;1629041;1602409
1610891;1629156;1602494
1609928;1628142;1601499
1608563;1626743;1600120
1608748;1626954;1600336
1609926;1628184;1601521
1611412;1629699;1603057
1613078;1631389;1604716
1613623;1631884;1605265
1612874;1631128;1604452
1610763;1628919;1602239
1607518;1625646;1598911
1605382;1623518;1596843
1604409;1622564;1595912
1604411;1622580;1595916
1605445;1623684;1597041
1605238;1623523;1596867
1603296;1621507;1594922
1600960;1619132;1592558
1597651;1615839;1589144
1594626;1612780;1586060
1593429;1611559;1584874
1593156;1611329;1584692
1594040;1612239;1585661
1595360;1613577;1586984
1595301;1613518;1586878
1594048;1612266;1585574
1591839;1609997;1583292
1589690;1607798;1581116
1589264;1607431;1580699
1589785;1607954;1581290
1591237;1609419;1582794
1593256;1611527;1584889
1593851;1612116;1585456
1593510;1611760;1585065
1592476;1610695;1584028
1590271;1608422;1581740
1588853;1607036;1580353
1589269;1607440;1580759
1590548;1608768;1582107
1592589;1610879;1584212
1593905;1612223;1585548
1593829;1612082;1585438
1592789;1610964;1584347
1590766;1608901;1582217
1589399;1607525;1580833
1589396;1607566;1580858
1589919;1608081;1581430
1591878;1610071;1583489
1593113;1611399;1584752
1591853;1610111;1583430
1590173;1608361;1581678
1588054;1606188;1579483
1586307;1604414;1577709
1587647;1605769;1579108
1592205;1610403;1583808
1600140;1618446;1591887
1611138;1629564;1603001
1623903;1642344;1615795
1637537;1655979;1629474
1651764;1670224;1643713
1665550;1683993;1657451
1679733;1698193;1671583
1694119;1712690;1685931
1706628;1725381;1698301
1717339;1736316;1708913
1722418;1741467;1713859
1721090;1740039;1712373
1714672;1733293;1705781
1703228;1721442;1694229
1688428;1706354;1679399
1672798;1690609;1663812
1656949;1674804;1648041
1641936;1659841;1633118
1628508;1646406;1619716
1615958;1633868;1607161
1604473;1622399;1595743
1594554;1612478;1585826
1586867;1604777;1578108
1583144;1601174;1574453
1581912;1600011;1573304
1582619;1600771;1574106
1584956;1603181;1576566
1586631;1604860;1578253
1587681;1605873;1579250
1588363;1606523;1579883
1587571;1605704;1579096
1586989;1605154;1578811
1588224;1606484;1580138
1590312;1608471;1581681
1592777;1610969;1584268
1594691;1612948;1586091
1594912;1613123;1586446
1594305;1612481;1585509
1592314;1610444;1583707
1590569;1608669;1582123
1590149;1608338;1582112
1590569;1608759;1582387
1592398;1610658;1584106
1594716;1612960;1586457
1595309;1613516;1586922
1594666;1612884;1586181
1593244;1611299;1584603
1591201;1609144;1582241
1590406;1608324;1581394
1591058;1609021;1582100
1592187;1610234;1583476
1594008;1612213;1585601
1595005;1613350;1586987
1594853;1613248;1587106
1593886;1612150;1585749
1592079;1610233;1583651
1592410;1610594;1584086
1594938;1613078;1586487
1598166;1616303;1589672
1602444;1620678;1594129
1606031;1624355;1597813
1608066;1626311;1599604
1609233;1627441;1600746
1609099;1627241;1600602
1608624;1626752;1600078
1609789;1627943;1601240
1612011;1630184;1603362
1614741;1632983;1606345
1617743;1636053;1609535
1619521;1637820;1611300
1620177;1638371;1611749
1619693;1637892;1611259
1618684;1636826;1610184
1619121;1637249;1610647
1620609;1638741;1612169
1622615;1640737;1614091
1625489;1643658;1616969
1627521;1645698;1619012
1628019;1646218;1619568
1627593;1645768;1619163
1625527;1643654;1617084
1623681;1641778;1615158
1623553;1641631;1615048
1624459;1642592;1615978
1626205;1644380;1617748
1627463;1645658;1619068
1627224;1645417;1618813
1625933;1644064;1617396
1623256;1641347;1614642
1620418;1638459;1611833
1618600;1636706;1610099
1617545;1635674;1609036
1617818;1635937;1609326
1618818;1636994;1610394
1617989;1636150;1609577
1615643;1633782;1607150
1612336;1630418;1603789
1607906;1625914;1599294
1604765;1622764;1596151
1603184;1621246;1594601
1602070;1620201;1593547
1602034;1620199;1593581
1601749;1619950;1593368
1600346;1618549;1591906
1598167;1616269;1589631
1594894;1612919;1586242
1592451;1610526;1583813
1591939;1610078;1583346
1592481;1610562;1583939
1594486;1612628;1586028
1596324;1614551;1587911
1596479;1614673;1588017
1595878;1614052;1587456
1594416;1612532;1585904
1592169;1610199;1583591
1591309;1609361;1582709
1591784;1609924;1583207
1593231;1611419;1584736
1595528;1613781;1587159
1596712;1614967;1588336
1596420;1614544;1587934
1594941;1613044;1586377
1592634;1610746;1584051
1591631;1609734;1583025
1591760;1609884;1583214
1592574;1610729;1584111
1594896;1613108;1586474
1596447;1614719;1588054
1596455;1614662;1587993
1595732;1613936;1587229
1593403;1611505;1584840
1591246;1609322;1582614
1591096;1609202;1582527
1592049;1610205;1583596
1593923;1612121;1585505
1595839;1614071;1587413
1596317;1614526;1587825
1595746;1613889;1587199
1594057;1612108;1585436
1591934;1609952;1583278
1591089;1609129;1582468
1591270;1609328;1582683
1592647;1610754;1584116
1595114;1613343;1586717
1596123;1614368;1587725
1595649;1613849;1587153
1594462;1612604;1585908
1592208;1610249;1583583
1590857;1608944;1582224
1591252;1609375;1582689
1592229;1610363;1583714
1594084;1612292;1585648
1595774;1614019;1587347
1596049;1614249;1587603
1595202;1613354;1586669
1592973;1611080;1584393
1591147;1609220;1582544
1590986;1609065;1582403
1591684;1609823;1583167
1593611;1611853;1585204
1595641;1613883;1587296
1595904;1614127;1587521
1595482;1613667;1587021
1594169;1612313;1585657
1591804;1609863;1583218
1590663;1608739;1582064
1591089;1609229;1582521
1592461;1610699;1584006
1594724;1613004;1586344
1595956;1614249;1587575
1595698;1613936;1587274
1594400;1612566;1585901
1592232;1610321;1583611
1590993;1609079;1582399
1591073;1609212;1582538
1591801;1609951;1583299
1593989;1612176;1585511
1595908;1614084;1587464
1596001;1614157;1587539
1595297;1613424;1586808
1593333;1611361;1584710
1590996;1609035;1582369
1590737;1608862;1582150
1592299;1610431;1583736
1595164;1613306;1586693
1598628;1616842;1590220
